"California Department of Education, Title II Leadership Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11 Private School Affidavit Data - Schools with Enrollment of Six or More Students (August 2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affidavit ID,County,CDS Code,School ,Street,City,State,Zip,Mailing Street,Mailing City,Mailing State,Mailing Zip,Telephone,Email ,Public District,Site Admin Salutation,Site Admin First Name,Site Admin Last Name,Site Admin Title,School Type,School Accomodations,Low Grade,High Grade,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Elementary Ungraded Enrollment,Secondary Ungraded Enrollment,Total Enrollment,Offers Diploma,Number of Graduates 2010,Number of Full-time Teachers,Number of Part-Time Teachers,Number of Administrative Staff,Number of Other Staff,Tax Exempt  501,Tax Exempt 23701,Tax Exempt 214,Tax Exempt,Religious Classification,Religious DenomiNot affiliated with any denomiNot affiliated with any denominationtiontion,Director/Principal Officer Salutation,Director/Principal Officer First Name,Director/Principal Officer Last Name,Director/Principal Officer Title,Director/Principal Officer Street,Director/Principal Officer City,Director/Principal Officer State,Director/Principal Officer Zip,Director/Principal Officer Email,Custodian of Records Salutation,Custodian of Records First Name,Custodian of Records Last Name,Custodian of Records Street,Custodian of Records City,Custodian of Records State,Custodian of Records Zip,Custodian of Records Email
95149,Tulare,54722316984025,St. Aloysius,627 Beatrice Drive,Tulare,CA,93274,,,,,559-686-6250,jpn1963@yahoo.com,Tulare City Elementary,Mr.,Joel,Nunes,Principal,Coeducational,Day Only,K,8,18,27,25,23,19,28,22,26,23,0,0,0,0,0,0,211,No,0,11,0,1,15,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Rev.,John,Steinbock,President,1550 North Fresno Street,Fresno,CA,93703,,Mr.,Joel,Nunes,627 Beatrice Drive,Tulare,CA,93274,rsexton@dioceseoffresno.org
95122,Tulare,54755236984033,St. Anne,385 North F Street,Porterville,CA,93257,,,,,559-784-4096,saintanne_school@yahoo.com,Porterville Unified,Sr.,Carmen,Fernandez,Principal,Coeducational,Day Only,K,8,15,15,26,22,23,25,24,11,18,0,0,0,0,0,0,179,No,0,10,0,1,9,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Rev.,John,Steinbock,President,1550 North Fresno Street,Fresno,CA,93703,,Sr.,Carmen,Fernandez,385 North F Street,Porterville,CA,93257,rsexton@dioceseoffresno.org
87129,Tulare,54722566984041,St. Paul's School,6101 West Goshen Avenue,Visalia,CA,93291,,,,,559-739-1619,*www.spsvisalia.com,Visalia Unified,Mrs.,Cathy,Guadagni,Director,Coeducational,Day Only,K,8,38,39,38,38,38,37,41,40,41,0,0,0,0,0,0,350,No,0,22,12,1,5,Yes,Yes,Yes,Yes,Religious,Not affiliated with any denomination,Mrs.,Cathy,Guadagni,Director,6101 West Goshen Avenue,Visalia,CA,93291,cguadagni@spsvisalia.com,Mrs.,Kathy,Bernardi,6101 West Goshen Avenue,Visalia,CA,93291,kbernardi@spsvisalia.com
101334,Tulare,54718606141691,The Rock Christian Academy,41513 Road 124,Orosi,CA,93647,,,,,559-528-0611,aguerrerotrca@att.net,Cutler-Orosi Joint Unified,Mr.,William,Guerrero,Superintendent,Coeducational,Day Only,K,12,1,2,1,3,0,2,1,1,0,2,0,0,0,0,0,13,Yes,0,2,0,1,0,Yes,No,No,Yes,Religious,Pentacostal,Mrs.,Angelic,Guerrero,Principal,41513 Road 124,Orosi,CA,93647,aguerrerotrca@att.net,Mrs.,Angelic,Guerrero,41513 Road 124,Orosi,CA,93647,aguerrerotrca@att.net
95271,Tulare,54718607098098,Town and Country Christian Schools,15626 Avenue 416,Orosi,CA,93647-9608,PO Box 1535,Visalia,CA,93279-1535,559-528-4550,re9kat@att.net,Cutler-Orosi Joint Unified,Mr.,Todd,Katayama,Director,Coeducational,Day Only,1,12,0,0,0,1,2,2,0,1,3,0,2,1,0,0,0,12,Yes,0,6,0,1,0,No,No,No,No,Religious,Not affiliated with any denomination,Mr.,Eric,Suganuma,Other,3436 West Casa Loma Court,Visalia,CA,93277-5011,,Mr.,Todd,Katayama,15626 Avenue 416,Orosi,CA,93647,5kats@att.net
97286,Tulare,54722317012040,"Tulare Christian, Inc.",470 Gem Street,Tulare,CA,93274,PO Box 1477,Tulare,CA,93275,559-688-2010,info@tularechristian.org,Tulare City Elementary,Mr.,Michael,Young,Principal,Coeducational,Day Only,K,8,11,7,12,11,12,15,10,6,13,0,0,0,0,0,0,97,No,0,9,0,1,5,Yes,No,No,Yes,Religious,Evangelical,Mr.,Michael,Young,Principal,PO Box 1477,Tulare,CA,93275,myoung@tularechristian.org,Mrs.,Kathie,Brogan,PO Box 1477,Tulare,CA,93275,kbrogan@tularechristian.org
88555,Tulare,54722566908503,Visalia Christian Schools,3737 South Akers,Visalia,CA,93277,,,,,559-733-9073,karip@visaliaca.org,Visalia Unified,Dr.,Kenneth E.,"Squires, Jr.",Principal,Coeducational,Day Only,K,12,28,23,19,15,15,5,23,4,11,2,5,6,4,0,0,160,Yes,15,12,4,1,10,Yes,No,No,Yes,Religious,InterdenomiNot affiliated with any denominationtioNot affiliated with any denominationl,Mrs.,Kari,Philpott,Director,3737 South Akers,Visalia,CA,93277,karip@visaliaca.org,Mrs.,Bernadette,Ochoa,3737 South Akers,Visalia,CA,93277,bernadetteo@visaliaca.org
86967,Tulare,54721996984066,Zion Lutheran,10368 Road 256,Terra Bella,CA,93270,,,,,559-535-4346,zionlutheran@starband.net,Terra Bella Union Elementary,Mr.,Erich,Abraham,Principal,Coeducational,Day Only,K,8,8,4,3,1,1,3,2,0,2,0,0,0,0,0,0,24,No,0,2,1,1,2,No,No,Yes,Yes,Religious,Lutheran,Mr.,Erich,Abraham,Principal,10368 Road 256,Terra Bella,CA,93270,,Miss,Terry,Isom,10368 Road 256,Terra Bella,CA,93270,zionlutheran@starband.net
87966,Tuolumne,55723717010770,"Cornerstone Family Christian, Inc.",19550 Rogers Road,Sonora,CA,95370,PO Box 82,Standard,CA,95373,209-588-1431,,Sonora Elementary,Mr.,William,Healy,Administrator,Coeducational,Day Only,K,12,0,2,2,2,1,7,2,6,5,2,5,1,6,0,0,41,Yes,9,21,0,2,3,Yes,Yes,No,Yes,,,Mr.,William,Healy,Principal,PO Box 82,Standard,CA,95373,,Mrs.,Brenda,Dominick,19550 Rogers Road,Sonora,CA,95370,
90694,Tuolumne,55723716984280,Mother Lode Adventist Junior Academy,80 North Forest Road,Sonora,CA,95370,,,,,209-532-2855,mlaja@mlaja.org,Sonora Elementary,Mrs.,Emily,Villeda,Principal,Coeducational,Day Only,K,10,9,9,6,10,7,10,3,3,2,2,3,0,0,0,0,64,No,0,6,1,1,5,Yes,Yes,Yes,Yes,Religious,Seventh-day Adventists,Mr.,David,Gillham,Superintendent,2820 Willow Avenue,Clovis,CA,93612,cccvped@gmail.com,Mr.,Ken,Bullington,2820 Willow Avenue,Clovis,CA,93612,kpbullington@aol.com
88439,Tuolumne,55724056941546,Mother Lode Christian School,18393 Gardner Avenue,Tuolumne,CA,95379,,,,,209-928-4126,larsonmlcs@yahoo.com,Summerville Elementary,Mrs.,Linda,Larson,Administrator,Coeducational,Day Only,K,8,10,2,11,10,10,5,5,8,5,0,0,0,0,0,0,66,No,0,7,3,1,6,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Mr.,Ken,Mitchell,President,18393 Gardner Avenue,Tuolumne,CA,95379,kpmitchell@mlode.com,Mrs.,Kimberley,Hartsell,18393 Gardner Avenue,Tuolumne,CA,95379,
98504,Tuolumne,55105536138341,Natural Education Learning Center,"4no1y/Mt. Knight Subdivision Road, Trailer",Twain Harte,CA,95383,PO Box 101,Twain Harte,CA,95383,209-677-7323,naturaleducation@yahoo.com,Tuolumne County Superintendent,Ms.,Linda,Springer,Principal,Coeducational,Day Only,K,12,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,6,Yes,0,1,0,0,0,No,No,No,No,Non-religious,,Ms.,Linda,Spinger,Principal,PO Box 101,Twain Harte,CA,95383,naturaleducation@yahoo.com,Ms.,Linda,Springer,PO Box 101,Twain Harte,CA,95383,naturaleducation@yahoo.com
89873,Tuolumne,55723716140172,Safari Learning Academy,"13760 Mono Way, Suite D",Sonora,CA,95370,,,,,209-588-0920,char@safarilearning.com,Sonora Elementary,Dr.,Charlene,Wrighton,Principal,Coeducational,Day Only,K,1,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,No,0,2,0,1,2,No,No,No,No,Non-religious,,Dr.,Charlene,Wrighton,Director,"13760 Mono Way, Suite D",Sonora,CA,95370,char@safarilearning.com,Mrs.,Katie,Edwards,"13760 Mono Way, Suite D",Sonora,CA,95370,katie@safarilearning.com
91927,Tuolumne,55723487058019,Sierra Waldorf,19234 Rawhide Rd,Jamestown,CA,95327,,,,,209-984-0454,info@sierrawaldorf.com,Columbia Union,Ms.,Kimberly,Pendleton,Director,Coeducational,Day Only,K,8,41,17,16,6,8,19,14,14,14,0,0,0,0,0,0,149,No,0,10,7,4,5,Yes,No,No,Yes,Non-religious,,Ms.,Kimberly,Pendleton,Director,19234 Rawhide Road,Jamestown,CA,95327,kpendleton@sierrawaldorf.com,Mr.,William,Roberson,19234 Rawhide Road,Jamestown,CA,95327,bill@sierrawaldorf.com
86790,Ventura,56726526139836,ABC123 Learning Center of California,1110 Petit Avenue,Ventura,CA,93004,9668 Milliken Avenue,Rancho Cucamonga,CA,91730,805-672-0123,support@abc123lc.com,Ventura Unified,Ms.,Tiffanay,Tapp,Director,Coeducational,Day Only,K,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No,0,10,6,1,1,Yes,No,No,Yes,Non-religious,,Ms.,Breada,Leach,President,"3270 Inland Empire Boulevard, Suite 420",Ontario,CA,91764,breadal@abc123lc.com,Ms.,Maria,Castillo,"3270 Inland Empire Boulevard, Stop 420",Ontario,CA,91764,humanresource@abc123lc.com
94994,Ventura,56737596984298,Ascension Lutheran,1600 East Hillcrest Drive,Thousand Oaks,CA,91362,,,,,805-496-2419,dlavik@ascensionlutheran-school.org,Conejo Valley Unified,Mrs.,Diann,Lavik,Principal,Coeducational,Day Only,K,8,24,21,20,21,19,24,18,26,21,0,0,0,0,0,0,194,No,0,12,4,1,10,Yes,No,No,Yes,Religious,Lutheran,Mrs.,Diann,Lavik,Principal,483 Lorenzo Drive,Oak Park,CA,91377,dlavik@ascensionlutheran-school.org,Ms.,Connie,Angress,3087 Apache Circle,Thousand Oaks,CA,91360,cangress@ascensionlutheran-school.org
89845,Ventura,56725386997837,Assistance League School,1310 Fremont Way,Oxnard,CA,93030,,,,,805-485-0068,alsonline@roadrunner.com,Oxnard Elementary,Mrs.,Victoria,Elliott,Executive Director,Coeducational,Day Only,K,K,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,No,0,3,4,1,7,Yes,Yes,Yes,Yes,Non-religious,,Mrs.,Barbara,Houser,Other,1210 Rachel Drive,Oxnard,CA,93030,toadtigger7@yahoo.com,Mrs.,Victoria,Elliott,1310 Fremont Way,Oxnard,CA,93030,victoriaannelliott@msn.com
89398,Ventura,56725536138432,Beacon Hill Classical Academy,1601 Temple Avenue,Camarillo,CA,93010,"432 Mission Drive, Suite C",Camarillo,CA,93010,805-441-4037,devinjsmith77@hotmail.com,Pleasant Valley,Mr.,Devin,Smith,Headmaster,Coeducational,Day Only,K,5,9,13,9,6,6,4,0,0,0,0,0,0,0,0,0,47,No,0,0,3,1,0,Yes,Yes,No,Yes,Religious,InterdenomiNot affiliated with any denominationtioNot affiliated with any denominationl,Mr.,Devin,Smith,Headmaster,852 East Calle Circulo,Camarillo,CA,93010,devinjsmith77@hotmail.com,Mr.,Devin,Smith,852 East Calle Circulo,Camarillo,CA,93010,devinjsmith77@hotmail.com
98691,Ventura,56725206941637,Besant Hill School of Happy Valley,8585 Ojai-Santa Paula Road,Ojai,CA,93023,PO Box 850,Ojai,CA,93024,805-646-4343,asmith@besanthill.org,Ojai Unified,Mr.,Alex,Smith,Administrator,Coeducational,Both,9,12,0,0,0,0,0,0,0,0,0,15,25,35,20,0,0,95,Yes,20,23,2,5,35,Yes,No,No,Yes,Non-religious,,Mr.,Paul,Amadio,Head of School,PO Box 850,Ojai,CA,93023,pamadio@besanthill.org,Ms.,Terra,Furguiel,PO Box 850,Ojai,CA,93024,tfurguiel@besanthill.org
91429,Ventura,56725466138473,Calvary Christian School,936 West Fifth Street,Oxnard,CA,93030,,,,,805-487-7200,office@calvarychristianschool.us,Oxnard Union High,Mr.,Ron,Matthews,Principal,Coeducational,Day Only,7,12,0,0,0,0,0,0,0,0,0,9,3,5,1,0,0,18,No,0,1,7,1,1,Yes,No,No,Yes,Religious,Calvary Chapel,Mr.,Lance,Ralston,President,1925 Eastman Avenue,Oxnard,CA,93030,lance@CalvaryOxnard.org,Mr.,Ron,Matthews,936 West Fifth Street,Oxnard,CA,93030,Ron.Matthews@CalvaryChristianSchool.US
89827,Ventura,56726526130892,Calwest Learning Center,"2443 Portola Road, Suite B",Ventura,CA,93003,,,,,805-650-0607,calwestlearningcenter@dock.net,Ventura Unified,Mr.,Hector,Alvarez,Administrator,Coeducational,Day Only,7,12,0,0,0,0,0,0,0,1,1,2,2,3,2,0,0,11,No,2,2,0,1,5,No,No,No,No,Non-religious,,Mr.,Hector,Alvarez,Administrator,"2443 Portola, Suite B",Ventura,CA,93003,,Mr.,Hector,Alvarez,"2443 Portola Road, Suite B",Ventura,CA,93003,
89030,Ventura,56726116130884,Camarillo Academy for Excellence,99 South Glenn Drive,Camarillo,CA,93010,PO Box 1799,Camarillo,CA,93011,805-987-6450,info@camarilloacademy.org,Pleasant Valley,Ms.,Laura,Valdez,Director,Coeducational,Day Only,1,12,0,0,1,3,2,0,0,2,3,3,1,3,1,0,0,19,No,0,3,0,1,13,No,No,No,No,Non-religious,,Ms.,Laura,Valdez,Director,99 South Glenn Drive,Camarillo,CA,93010,info@camarilloacademy.org,Ms.,Laura,Valdez,99 South Glenn Drive,Camarillo,CA,93010,info@camarilloacademy.org
99415,Ventura,56737596984306,Carden Conejo,975 Evenstar Avenue,Westlake Village,CA,91361-2068,,,,,805-497-7005,bfleming@cardenconejo.org,Conejo Valley Unified,Mr.,Bob,Fleming,Administrator,Coeducational,Day Only,K,8,26,30,28,23,34,22,5,6,1,0,0,0,0,0,0,175,No,0,26,2,3,0,No,No,No,No,Non-religious,,Dr.,Holly,Fleming,Head of School,975 Evenstar Avenue,Westlake Village,CA,91361,HFleming@cardenconejo.org,Mr.,Bob,Fleming,975 Evenstar Avenue,Westlake Village,CA,91361,BFleming@cardenconejo.org
100734,Ventura,56725536141378,Carden School of Camarillo,1915 East Las Posas Road,Camarillo,CA,93010,,,,,805-484-0259,jeannie@cardencamarillo.org,Pleasant Valley,Mrs.,Jeannie,Salcido,Administrator,Coeducational,Day Only,K,8,11,5,10,7,8,9,9,3,2,0,0,0,0,0,0,64,No,0,7,2,2,1,No,No,No,No,Non-religious,,Mrs.,Michelle,Hatch,Principal,1915 East Las Posas Road,Camarillo,CA,93010,michelle@cardencamarillo.org,Mrs.,Michelle,Hatch,1915 East Las Posas Road,Camarillo,CA,93010,michelle@cardencamarillo.org
90059,Ventura,56725467087984,Casa Pacifica Non-Public School,1722 South Lewis Road,Camarillo,CA,93012,,,,,805-445-7872,smastroianni@casapacifica.org,Oxnard Union High,Mrs.,Darlene,Garcia,Other,Coeducational,Both,1,12,0,0,0,0,1,1,3,4,8,8,6,10,5,0,0,46,Yes,5,8,0,2,13,Yes,No,No,Yes,Non-religious,,Mr.,Scott,Mastroianni,Principal,1722 South Lewis Road,Camarillo,CA,93012,smastroianni@casapacifica.org,Ms.,Monica,Arambula,1722 South Lewis Road,Camarillo,CA,93012,marambula@casapacifica.org
92018,Ventura,56726526941603,College Heights Christian Elementary,6360 Telephone Road,Ventura,CA,93003,,,,,805-658-2900,chcseagles@sbcglobal.net,Ventura Unified,Mrs.,Jacquie,Alderson,Principal,Coeducational,Day Only,K,8,43,16,11,9,8,9,7,4,5,0,0,0,0,0,0,112,No,0,11,0,1,7,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Mrs.,Becky,Fouquier,Other,6360 Telephone Road,Ventura,CA,93003,becky@thecityventura.org,Mrs.,Gail,Blomquist,6360 Telephone Road,Ventura,CA,93003,chcseagles@sbcglobal.net
95069,Ventura,56737597101371,Conejo Jewish Day School,1080 East Janss Road,Thousand Oaks,CA,91360,PO Box 1673,Agoura Hills,CA,91301,818-879-8255,teffron@conejojewishdayschool.com,Conejo Valley Unified,Ms.,Tamara,Effron,Administrator,Coeducational,Day Only,K,7,11,19,10,13,8,7,7,3,0,0,0,0,0,0,0,78,No,0,4,7,4,3,Yes,No,No,Yes,Religious,Jewish,Rabbi,Eli,Broner,Principal,1080 East Janss Road,Thousand Oaks,CA,91360,ebroner@conejojewishdayschool.com,Ms.,Arlene,Mayo,1080 East Janss Road,Thousand Oaks,CA,91360,amayo@conejojewishdayschool.com
94180,Ventura,56725536941595,Cornerstone Christian,1777 Arneill Road,Camarillo,CA,93010,,,,,805-987-8621,office@ccsed.org,Pleasant Valley,Mrs.,Colleen,Brewer,Principal,Coeducational,Day Only,K,12,23,24,21,36,30,25,24,20,24,8,6,5,18,0,0,264,Yes,17,19,4,4,9,Yes,Yes,Yes,Yes,Religious,Not affiliated with any denomination,Mrs.,Sharon,Brubaker,Other,1777 Arneill Road,Camarillo,CA,93010,cbrewer@ccsed.org,Mrs.,Sharlyn,McHenry,1777 Arneill Road,Camarillo,CA,93010,smchenry@ccsed.org
93285,Ventura,56725386204473,El Shaddai Academy,716 North Ventura Road,Oxnard,CA,93030,,,,,805-744-7970,,Oxnard Elementary,Mr.,Alex,Sanchez,Administrator,Coeducational,Day Only,1,12,0,0,2,1,0,0,0,2,1,2,0,4,1,0,0,13,Yes,1,1,0,1,0,No,No,No,No,Religious,Not affiliated with any denomination,Mr.,Alex,Sanchez,Administrator,716 North Ventura Road,Oxnard,CA,93030,,Mr.,Alex,Sanchez,716 North Ventura Road,Oxnard,CA,93030,
89096,Ventura,56724547084593,Fillmore Christian Academy,461 Central Avenue,Fillmore,CA,93015,,,,,805-524-1572,fillmorechristianacademy@yahoo.com,Fillmore Unified,Mrs.,Tracy,Hackney,Administrator,Coeducational,Day Only,K,8,17,6,12,8,8,3,6,4,3,0,0,0,0,0,0,67,No,0,4,4,1,3,Yes,Yes,No,Yes,Religious,Not affiliated with any denomination,Mr.,Tom,Mayhew,President,1068 Grand Avenue,Fillmore,CA,93015,,Mrs.,Tracy,Hackney,461 Central Avenue,Fillmore,CA,93015,thackney@fillmorechristian.com
90720,Ventura,56737596908560,First Baptist Accelerated Academy,1250 Erbes Road,Thousand Oaks,CA,91362,,,,,805-495-2531,natalie_firstbaptist@hotmail.com,Conejo Valley Unified,Mr.,Jack,Clegg,Administrator,Coeducational,Day Only,K,12,5,3,6,3,3,4,7,6,4,5,3,1,0,0,0,50,Yes,1,4,0,3,4,Yes,No,No,Yes,Religious,Baptist,Mr.,Dean,Johnson,Principal,1250 Erbes Road,Thousand Oaks,CA,91362,Dakjohnson@juno.com,Mrs.,Natalie,Wengler,1250 Erbes Road,Thousand Oaks,CA,91362,natalie_firstbaptist@hotmail.com
89123,Ventura,56725206203673,Global Village,207 North Ventura Street,Ojai,CA,93023,PO Box 480,Ojai,CA,93024,805-646-9792,orders@globalvillageschool.org,Ojai Unified,Mrs.,Gretchen,Buck,Administrator,Coeducational,Day Only,K,12,3,3,4,4,3,2,8,2,2,7,2,10,0,0,0,50,No,2,0,7,2,0,Yes,No,No,Yes,Non-religious,,Ms.,Sally,Carless,Director,2880 Ladera Road,Ojai,CA,93023,sally@globalvillageschool.org,Mrs.,Gretchen,Buck,207 North Ventura Street,Ojai,CA,93023,gretchen@globalvillageschool.org
87936,Ventura,56726527089824,"Goldenwest Montessori Schools, Inc.",1239 East Main Street,Ventura,CA,93001,PO Box 3656,Ventura,CA,93006,805-648-1437,,Ventura Unified,Mrs.,Anusha,Somaratne,Director,Coeducational,Day Only,K,3,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,16,No,0,2,1,1,0,No,No,No,No,Non-religious,,Mrs.,Anusha,Somaratne,Administrator,1239 East Main Street,Ventura,CA,93001,,Mrs.,Anusha,Somaratne,1239 East Main Street,Ventura,CA,93001,
98287,Ventura,56726036925440,Good Shepherd Lutheran,2949 Alamo Street,Simi Valley,CA,93063,,,,,805-526-2482,admin@gsls-simi.com,Simi Valley Unified,Ms.,Nancy,Hawthorne,Principal,Coeducational,Day Only,K,8,13,10,8,11,12,6,8,8,15,0,0,0,0,0,0,91,No,0,6,4,2,11,Yes,No,No,Yes,Religious,Lutheran,Mrs.,Kathy,Westerdoll,President,3269 Garnet Place,Simi Valley,CA,93063,,Ms.,Nancy,Hawthorne,2949 Alamo Street,Simi Valley,CA,93063,admin@gsls-simi.com
91533,Ventura,56726036135479,"Grace Academy, The",1350 Cherry Avenue,Simi Valley,CA,93065,,,,,805-522-4667,ajohnson@gracebrethren.com,Simi Valley Unified,Mrs.,Amie,Johnson,Director,Coeducational,Day Only,K,12,3,8,6,6,11,8,15,5,12,13,11,8,5,0,0,111,Yes,3,0,12,2,1,Yes,No,No,Yes,Religious,Church of the Brethren,Mr.,John,Hynes,Principal,1350 Cherry Avenue,Simi Valley,CA,93065,jhynes@gracebrethren.com,Mrs.,Amie,Johnson,1350 Cherry Avenue,Simi Valley,CA,93065,ajohnson@gracebrethren.com
98565,Ventura,56726036908586,Grace Brethren Elementary,1717 Arcane Street,Simi Valley,CA,93065,,,,,805-527-0101,nconnell@gracebrethren.com,Simi Valley Unified,Mrs.,Karen,Simeri,Principal,Coeducational,Day Only,K,6,80,43,48,58,51,40,67,0,0,0,0,0,0,0,0,387,No,0,19,2,1,23,Yes,No,No,Yes,Religious,Church of the Brethren,Mr.,Ray,Blackwell,Executive Director,1717 Arcane Street,Simi Valley,CA,93065,ksimeri@gracebrethren.com,Mrs.,Nancy,Connell,1717 Arcane Street,Simi Valley,CA,93065,nconnell@gracebrethren.com
88544,Ventura,56726037093776,Grace Brethren Junior–Senior High School,1350 Cherry Avenue,Simi Valley,CA,93065,,,,,805-522-4667,,Simi Valley Unified,Mr.,John,Hynes,Principal,Coeducational,Day Only,7,12,0,0,0,0,0,0,0,46,71,62,56,52,56,0,0,343,Yes,49,19,6,4,14,Yes,No,No,Yes,Religious,Evangelical,Mr.,Ray,Blackwell,Executive Director,2750 Avenida Simi,Simi Valley,CA,93065,rblackwell@gracebrethren.com,Mrs.,Kelley,Windham,1350 Cherry Avenue,Simi Valley,CA,93065,kwindham@gracebrethren.com
94823,Ventura,56739407011000,Grace Christian Academy,12039 Hertz Street,Moorpark,CA,93021,,,,,805-529-5577,office@gbcmpk.org,Moorpark Unified,Mr.,Errol,Hale,Principal,Coeducational,Day Only,1,12,0,2,2,0,0,0,0,2,1,1,1,0,0,0,0,9,Yes,0,0,4,0,0,No,No,No,No,Religious,Other,Mr.,Errol,Hale,Principal,12039 Hertz Street,Moorpark,CA,93021,,Mr.,Errol,Hale,12039 Hertz Street,Moorpark,CA,93021,
95650,Ventura,56725386200828,Grace Covenant Classical Academy,1736 Valley Park Drive,Oxnard,CA,93033,,,,,805-483-6260,stryperfan@verizon.net,Oxnard Elementary,Mr.,David,Malone,Administrator,Coeducational,Day Only,K,12,0,0,1,0,1,1,0,2,1,0,0,1,0,0,0,7,No,0,3,1,1,0,Yes,Yes,No,Yes,Religious,Reformed,Mr.,David,Malone,Director,1736 Valley Park Drive,Oxnard,CA,93033,,Mr.,David,Malone,1736 Valley Park Drive,Oxnard,CA,93033,
91552,Ventura,56737597089170,Growing Place Preschool and Kindergarten,1049 South Westlake Boulevard,Westlake Village,CA,91361,,,,,805-497-7064,diane@growingplacewlv.org,Conejo Valley Unified,Mrs.,Diane,Clarridge,Director,Coeducational,Day Only,K,K,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,No,0,2,0,0,0,No,Yes,No,Yes,Non-religious,,Mrs.,Diane,Clarridge,Director,1049 South Westlake Boulevard,Westlake Village,CA,91361,diane@growingplacewlv.org,Mrs.,Diane,Clarridge,1049 South Westlake Boulevard,Westlake Village,CA,91361,diane@growingplacewlv.org
96241,Ventura,56726036201982,Heritage Christian Academy,1559 Rosita Drive,Simi Valley,CA,93065,,,,,805-428-2511,hcasimi@yahoo.com,Simi Valley Unified,Mrs.,Cheryl,Neher,Administrator,Coeducational,Day Only,K,12,3,16,12,23,16,20,11,19,7,11,11,14,6,0,0,169,Yes,14,100,0,1,1,No,No,No,No,Religious,Not affiliated with any denomination,Mr.,Robert,Neher,Principal,1559 Rosita Drive,Simi Valley,CA,93065,hcasimi@yahoo.com,Mrs.,Cheryl,Neher,1559 Rosita Drive,Simi Valley,CA,93065,hcasimi@yahoo.com
94840,Ventura,56737596941645,Hillcrest Christian,384 Erbes Road,Thousand Oaks,CA,91362,,,,,805-497-7501,lmalcolm@hillcrestcs.org,Conejo Valley Unified,Mr.,Stephen,Allen,Head of School,Coeducational,Day Only,K,12,25,21,33,20,40,37,24,20,25,13,16,18,6,0,0,298,Yes,13,25,5,2,15,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Mrs.,Kathy,Horan,Principal,384 Erbes Road,Thousand Oaks,CA,91362,khoran@hillcrestcs.org,Mrs.,Lorna,West,384 Erbes Road,Thousand Oaks,CA,91362,lwest@hillcrestcs.org
90884,Ventura,56726526965743,Holy Cross School,211 East Main Street,Ventura,CA,93001,,,,,805-643-1500,nicoleladwig@gmail.com,Ventura Unified,Miss,Nicole,Ladwig,Principal,Coeducational,Day Only,K,8,19,19,13,14,14,18,11,19,18,0,0,0,0,0,0,145,No,0,10,5,1,1,Yes,No,No,Yes,Religious,Roman Catholic,Miss,Nicole,Ladwig,Principal,211 East Main Street,Ventura,CA,93001,nicoleladwig@gmail.com,Miss,Nicole,Ladwig,211 East Main Street,Ventura,CA,93001,nicoleladwig@gmail.com
99254,Ventura,56724626984348,Hueneme Christian School,312 North Ventura Road,Port Hueneme,CA,93041,,,,,805-488-8781,,Hueneme Elementary,Mrs.,Norma,Foster,Administrator,Coeducational,Day Only,K,8,54,26,25,21,18,19,28,20,23,0,0,0,0,0,0,234,No,0,11,2,2,14,Yes,No,No,Yes,Religious,Baptist,Mrs.,Luzviminda,Cajiuat,Principal,312 North Ventura Road,Port Hueneme,CA,93041,,Mrs.,Luzviminda,Cajiuat,312 North Ventura Road,Port Hueneme,CA,93041,
88948,Ventura,56737596140115,KinderCare Learning Center,2425 Oak Brook Drive,Thousand Oaks,CA,91362,,,,,805-492-2495,300856@klcorp.com,Conejo Valley Unified,Mrs.,Lisa,Loessberg,Director,Coeducational,Day Only,K,K,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,No,0,1,0,0,0,No,No,No,No,Non-religious,,Mrs.,Lisa,Loessberg,Director,2425 Oak Brook Drive,Thousand Oaks,CA,91362,,Mrs.,Lisa,Loessberg,2425 Oak Brook Drive,Thousand Oaks,CA,91362,
