"California Department of Education, Title II Leadership Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2011-12 Private School Affidavit Data - Schools with Enrollment of Six or More Students (August 1, 2012)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affidavit ID,County,CDS Code,School ,Street,City,State,Zip,ZipPlus4,Mailing Street,Mailing City,Mailing State,Mailing Zip,Mailing ZipPlus4,Telephone,Email ,Email2,Public District,Site Administrator Salutation,Site Administrator First Name,Site Administrator Last Name,Site Administrator Title,School Type,School Accommodations,Low Grade,High Grade,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Ungraded Elementary Enrollmnet,Ungraded Secondary Enrollment,Total Enrollment,Diploma Offered,Graduates 2011,Full Time Teachers,Part Time Teachers,Administrative Staff,Other Staff,Offers Special Education,Tax Exempt 501,Tax Exempt 23701,Tax Exempt 214,Tax Exempt,Religious Classification,Religious Denomination,Director/Principal Officer Salutation,Director/Principal Officer First Name,Director/Principal Officer Last Name,Director/Principal Officer Title,Director/Principal Officer Street,Director/Principal Officer City,Director/Principal Officer State,Director/Principal Officer Zip,Director/Principal Officer ZipPlus4,Director/Principal Officer Email,Custodian of Records Salutation,Custodian of Records First Name,Custodian of Records Last Name,Custodian of Records Street,Custodian of Records City,Custodian of Records State,Custodian of Records Zip,Custodian of Records ZipPlus4,Custodian of Records Email
102520,San Diego,37683386907802,Mira Mesa Christian,9696 Candida Street,San Diego,CA,92126,,,,CA,,,858-578-0262,admin@miramesacs.com,,San Diego Unified,Mrs.,Terri,Clark,Principal,Coeducational,Day Only,K,6,18,15,13,17,11,7,7,0,0,0,0,0,0,0,0,88,No,0,7,1,1,7,No,Yes,No,No,Yes,Religious,INTD,Mr.,Ed,Simpson,Principal,9696 Candida Street,San Diego,CA,92126,,terri.clark@miramesacs.com,Mrs.,Terri,Clark,9696 Candida Street,San Diego,CA,92126,,admin@miramesacs.com
105585,San Diego,37683386980999,Mission Bay Montessori Academy,2640 Soderblom Avenue,San Diego,CA,92122,,,,CA,,,858-457-5895,info@mbmacademy.com,nmadden@mbmacademy.com,San Diego Unified,Ms.,Nan,Madden,Director,Coeducational,Day Only,K,6,43,54,45,42,40,32,17,0,0,0,0,0,0,0,0,273,No,0,27,1,2,2,No,No,No,No,No,Non-religious,,Ms.,Diane,Hsu,Administrator,1095 Dunford Way,Sunnyvale,CA,94087,,dhsu@applesed.com,Ms.,Nan,Madden,2640 Soderblom Avenue,San Diego,CA,92122,,nmadden@mbmacademy.com
104525,San Diego,37680237071988,Montessori American School,3604 Bonita Road,Chula Vista,CA,91910,,PO Box 827,Bonita,CA,91908,,619-422-1220,info@montessoriamerican.com,,Chula Vista Elementary,Mrs.,Edith,Gruener,Director,Coeducational,Day Only,K,K,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,No,0,8,1,1,0,No,No,No,No,No,Non-religious,,Mrs.,Edith,Gruener,Director,1494 Laredo Court,Bonita,CA,91902,,info@montessoriamerican.com,Mrs.,Edith,Gruener,3604 Bonita Road,Chula Vista,CA,91910,,info@montessoriamerican.com
101618,San Diego,37682966904973,"Montessori Child Development Centers of CA, Inc.",14911 Espola Road,Poway,CA,92064,,14911 Espola Road,Poway,CA,92064,2730,858-748-1727,marijane@mcdcpoway.com,katie@mcdcpoway.com,Poway Unified School District,Ms.,Marijane,Schafer,Director,Coeducational,Day Only,K,K,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,No,0,2,0,2,6,No,Yes,No,No,Yes,Non-religious,,Mr.,Lewis,Board,President,14911 Espola Road,Poway,CA,92064,2730,marijane@mcdcpoway.com,Ms.,Marijane,Schafer,14911 Espola Road,Poway,CA,92064,2730,marijane@mcdcpoway.com
103235,San Diego,37680236142301,Montessori Explorer Elementary,271 East J Street,Chula Vista,CA,91910,,,,CA,,,619-425-3300,dinusha@montessori-explorer.com,,Chula Vista Elementary,Ms.,Dinusha,Perera,Director,Coeducational,Day Only,K,3,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,11,No,0,2,0,1,10,No,No,No,No,No,Non-religious,,Ms.,Dinusha,Perera,Director,862 La Senda Way,Chula Vista,CA,91910,,dinusha@Montessori-Explorer.com,Ms.,Dinusha,Perera,271 East J Street,Chula Vista,CA,91910,,dinusha@Montessori-Explorer.com
112578,San Diego,37684527101017,Montessori School of Oceanside,3525 Cannon Road,Oceanside,CA,92056,,,,CA,,,760-941-3883,msopto@yahoo.com,,Vista Unified,Mrs.,Nani,Miller,Administrator,Coeducational,Day Only,K,5,0,10,9,4,8,3,0,0,0,0,0,0,0,0,0,34,No,0,2,2,2,0,No,No,No,No,No,Non-religious,,Mrs.,Janaki,Sarathchandra,Head of School,3525 Cannon Road,Oceanside,CA,92056,,,Mrs.,Janaki,Sarathchandra,3525 Cannon Road,Oceanside,CA,92056,,
103003,San Diego,37683386909196,Montessori School of San Diego,1323 West Spruce Street,San Diego,CA,92103,,1323 West Spruce Street,San Diego,CA,92103,,619-295-7591,ljsurf@sbcglobal.net,ljsurf@sbcglobal.net,San Diego Unified,Mrs.,Erin,Western,Administrator,Coeducational,Day Only,K,4,21,10,5,10,0,0,0,0,0,0,0,0,0,0,0,46,No,0,4,0,1,0,No,No,No,No,No,Non-religious,,Mr.,James,Turner,Principal,1323 West Spruce Street,San Diego,CA,92103,,ljsurf@sbcglobal.net,Mr.,James,Turner,1323 West Spruce Street,San Diego,CA,92103,,ljsurf@sbcglobal.net
110613,San Diego,37756146203061,Morning Star Ranch Training Program,12458 Keys Creek Road,Valley Center,CA,92082,,,,CA,,,760-742-8953,,,Valley Center-Pauma Unified,Mr.,Jon,Rowan,Administrator,Coeducational,Day Only,2,7,0,0,2,2,2,3,3,1,0,0,0,0,0,0,0,13,No,0,3,0,1,0,No,No,No,No,No,Religious,NA,Mrs.,Heather,Ostrum,Other,12458 Keys Creek Road,Valley Center,CA,92082,,,Mrs.,Kristen,Douell,12458 Keys Creek Road,Valley Center,CA,92082,,
110136,San Diego,37683387008212,Mt. Erie Christian Academy,504 South 47th Street,San Diego,CA,92113,,,,CA,,,619-263-1914,mterie@cox.net,,San Diego Unified,Mr.,Walter,Wells,Principal,Coeducational,Day Only,K,6,6,6,4,3,4,3,0,0,0,0,0,0,0,0,0,26,No,0,4,0,1,4,No,Yes,No,No,Yes,Religious,BAPT,Mr.,Walter,Wells,Principal,2211 Euclid Avenue,El Cajon,Ca,92019,,mterie@cox.net,Mrs.,Frankie,Wells,2411 Colinas Paseo,El Cajon,CA,92019,,mterie@cox.net
113577,San Diego,37681976927636,Mt. Helix Academy,5955 Severin Drive,La Mesa,CA,91942,,2255 Camino del Rio South,San Diego,CA,92108,,619-466-1434,mcollins@tiee.org,sfitch@tiee.org,La Mesa-Spring Valley,Mr.,Michael,Collins,Director,Coeducational,Day Only,K,8,10,25,15,26,20,28,15,11,22,0,0,0,0,0,0,172,No,0,24,0,2,4,Yes,Yes,Yes,Yes,Yes,Non-religious,,Dr.,Suzanne,Fitch,Executive Director,2255 Camino del Rio South,San Diego,CA,92108,,sfitch@tiee.org,Dr.,Kenneth,Traupmann,2255 Camino del Rio South,San Diego,CA,92108,,mcohen@tiee.org
107210,San Diego,37683386137368,National University Virtual High School,11355 North Torrey Pines Road,La Jolla,CA,92037,,,,CA,,,866-366-8847,info@nuvhs.org,,San Diego Unified,Ms.,Nancy,Rohland,Other,Coeducational,Day Only,8,12,0,0,0,0,0,0,0,0,0,26,32,85,64,0,0,207,Yes,6,2,14,3,2,No,Yes,Yes,Yes,Yes,Non-religious,,Mr.,Brian,Jensen,Director,11355 North Torrey Pines Road,La Jolla,CA,92037,,bjensen@nuvhs.org,Ms.,Nancy,Rohland,11355 North Torrey Pines Road,La Jolla,CA,92037,,nrohland@nu.edu
107839,San Diego,37683387103328,Nativity Prep Academy,2755 55th Street,San Diego,CA,92105,,,,CA,,,619-544-9455,bsullivan@nativityprep.org,,San Diego Unified,Mr.,Brendan,Sullivan,Principal,Coeducational,Day Only,6,8,0,0,0,0,0,0,22,22,21,0,0,0,0,0,0,65,No,0,9,1,3,6,No,Yes,No,No,Yes,Religious,CATH,Mr.,Brendan,Sullivan,Principal,2755 55th Street,San Diego,CA,92105,5043,bsullivan@nativityprep.org,Mr.,Brendan,Sullivan,2755 55th Street,San Diego,CA,92105,5043,bsullivan@nativityprep.org
110452,San Diego,37683877093602,"Nativity School, The",6309 El Apajo Road,Rancho Santa Fe,CA,92067,,PO Box 2686,Rancho Santa Fe,CA,92067,,858-756-6763,office@nativitycatholic.org,,Solana Beach Elementary,Fr.,Lawrence,Purcell,Administrator,Coeducational,Day Only,K,8,19,19,20,17,24,21,20,24,19,0,0,0,0,0,0,183,No,0,13,7,1,6,No,Yes,No,No,Yes,Religious,CATH,Mrs.,Margaret,Heveron,Principal,6309 El Apajo Road,Rancho Santa Fe,CA,92067,,mheveron@thenativityschool.org,Mrs.,Maggie,Zures,6309 El Apajo Road,Rancho Santa Fe,CA,92067,,office@thenativityschool.org
108147,San Diego,37683386975569,"Nazareth School of San Diego, Inc",10728 San Diego Mission Road,San Diego,CA,92108,,,,CA,,,619-641-7987,nazarethprincipal@gmail.com,slaaperi@diocese-sdiego.org,San Diego Unified,Dr.,Colleen,Mauricio,Principal,Coeducational,Day Only,K,8,29,29,32,32,25,35,33,30,30,0,0,0,0,0,0,275,No,0,10,1,1,14,No,Yes,Yes,Yes,Yes,Religious,CATH,Sr.,Margaret,Spence,Other,6333 Rancho San Diego Road,San Diego,ca,92108,,,Dr.,Colleen,Mauricio,10728 San Diego Mission Road,San Diego,CA,92108,,nazarethprincipal@gmail.com
106901,San Diego,37684527072713,New Haven Nonpublic School,216 West Los Angeles Avenue,Vista,CA,92083,,PO Box 1199,Vista,CA,92085,1199,760-630-4035,dquinn@newhavenyfs.org,crogers@newhavenyfs.org,Vista Unified,Mrs.,Doreen,Quinn,Executive Director,Boys Only,Both,3,12,0,0,0,0,0,1,2,2,8,11,9,13,14,0,0,60,Yes,5,6,1,2,53,Yes,Yes,No,Yes,Yes,Non-religious,,Mrs.,Carey,Rogers,Director,216 West Los Angeles Avenue,Vista,CA,92083,,crogers@newhavenyfs.org,Ms.,Christine,Willmering,216 West Los Angeles Avenue,Vista,CA,92083,,cwillmering@newhavenyfs.org
110416,San Diego,37681636135123,New Hope Christian School,2510 Salton Vista Drive,Julian,CA,92036,,PO Box 2396,Julian,CA,92036,,760-765-9739,newhopeschool123@sbcglobal.net,,Julian Union Elementary,Mrs.,Dana,Tracy,Administrator,Coeducational,Day Only,1,12,0,0,2,1,0,1,1,0,2,1,0,1,0,0,0,9,Yes,1,6,0,1,0,No,No,No,No,No,Religious,NA,Mr.,Robert,Tracy,Principal,2510 Salton Vista Drive,Julian,CA,92036,,the5Tracys@sbcglobal.net,Mrs.,Dana,Tracy,2510 Salton Vista Drive,Julian,CA,92036,,the5Tracys@sbcglobal.net
109826,San Diego,37684527095474,New Venture Christian School,4000 Mystra Drive,Vista,CA,92056,,,,CA,,,760-630-0712,margaretw@newventure.org,kareno@newventure.org,Vista,Mrs.,Karen,ODonnell,Principal,Coeducational,Day Only,K,9,18,19,12,6,7,6,8,1,1,0,0,0,0,0,0,78,No,0,5,0,1,2,No,Yes,No,No,Yes,Religious,NA,Rev.,Shawn,Mitchell,Other,4000 Mystra Drive,Oceanside,ca,92056,,shawnm@newventure.org,Mrs.,Margaret,Witherington,4000 Mystra Drive,Oceanside,CA,92056,,margaretw@newventure.org
103083,San Diego,37682966130777,NewBridge School,12285 Oak Knoll Road,Poway,CA,92064,,,,CA,,,858-679-5744,newbridgeschool@me.com,,Poway Unified,Mr.,Steven,Mayo,Director,Coeducational,Day Only,K,8,2,0,3,6,6,5,10,9,8,0,0,0,0,0,0,49,No,0,8,2,2,4,Yes,No,No,No,No,Non-religious,,Mr.,Steven,Mayo,Director,12285 Oak Knoll Road,Poway,CA,92064,,newbridgeschool@me.com,Mr.,Steven,Mayo,12285 Oak Knoll Road,Poway,CA,92064,,newbridgeschool@me.com
114473,San Diego,37680986136477,North County Christian School,"1835A South Centre City Parkway, Suite 463",Escondido,CA,92025,,,,CA,,,760-690-2576,nccs@cox.net,admin@northcountycs.com,Escondido Union Elementary,,Emilie,Mahoney,Administrator,Coeducational,Day Only,1,12,0,7,8,11,8,6,12,7,11,7,5,7,10,0,0,99,Yes,13,52,,1,1,No,No,No,No,No,Religious,Other,,Emilie,Mahoney,Administrator,"1835A South Centre City Parkway, Suite 463",Escondido,CA,92025,,nccs@cox.net,,Jennifer,Sexton,"705 Center Drive, Suite 108-316",San Marcos,CA,92069,,jenatnccs@gmail.com
107299,San Diego,37680566143622,Notre Dame Academy,4345 Del Mar Trails Road,San Diego,CA,92130,,,,CA,,,858-509-2300,thesisters@ndasd.org,lperkins@ndasd.org,Del Mar Union Elementary,Sr.,Marie Pascale,Clisson,Administrator,Coeducational,Day Only,K,8,45,46,51,40,41,41,32,34,50,0,0,0,0,0,0,380,No,0,26,5,4,3,No,Yes,Yes,Yes,Yes,Religious,CATH,Mrs.,Laura,Perkins,Other,4345 Del Mar Trails Road,San Diego,CA,92130,,lperkins@ndasd.org,Sr.,Marie Pascale,Clisson,4345 Del Mar Trails Road,San Diego,CA,92130,,thesisters@ndasd.org
102942,San Diego,37682966131775,"Oak Knoll Montessori, Inc.",15010 Pomerado Road,Poway,CA,92064,,,,CA,,,858-883-2985,candy@montessori.sdcoxmail.com,,Poway Unified,Mrs.,Candice,Young,Executive Director,Coeducational,Day Only,K,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,No,0,2,2,1,0,No,No,No,No,No,Non-religious,,Mrs.,Candice,Young,Executive Director,15010 Pomerado Road,Poway,CA,92064,,candy@montessori.sdcoxmail.com,Mrs.,Candice,Young,15010 Pomerado Road,Poway,CA,92064,,candy@montessori.sdcoxmail.com
113122,San Diego,37683956939177,Ocean View Christian Academy,2460 Palm Avenue,San Diego,CA,92154,,,,CA,,,619-424-7875,sjohnson@midwaybaptistschools.com,pstonebraker@ovcapatriots.com,South Bay Union Elementary,Mr.,Stephen,Johnson,Principal,Coeducational,Day Only,K,12,22,16,18,11,17,18,19,26,24,18,21,18,19,0,0,247,Yes,15,17,3,3,7,No,Yes,No,No,Yes,Religious,BAPT,Rev.,Jim,Baize,Other,2460 Palm Avenue,San Diego,CA,92154,,jbaize@oceanviewchurch.com,Mrs.,Barbara,Johnson,2460 Palm Avenue,San Diego,CA,92154,,bjohnson@ovcapatriots.com
109878,San Diego,37735697090327,Oceanside Adventist Elementary,1943 California Street,Oceanside,CA,92054,,,,CA,,,760-722-6894,julia_payaban@cox.net,,Oceanside Unified,Mrs.,Julia,Payaban,Principal,Coeducational,Day Only,K,8,20,21,25,20,14,8,14,13,9,0,0,0,0,0,0,144,No,0,7,0,1,1,No,Yes,Yes,Yes,Yes,Religious,SDA,Mr.,Donald,Dudley,Superintendent,11330 Pierce Street,Riverside,CA,92505,,Donald.Dudley@seccsda.org,Mrs.,Rachael,Gil,11330 Pierce Street,Riverside,CA,92505,,Rachael.Gil@seccsda.org
106556,San Diego,37735696930499,Old Mission Montessori School,4070 Mission Avenue,Oceanside,CA,92057,6402,,,CA,,,760-757-3232,office@omms.org,slaaperi@diocese-sdiego.org,Oceanside Unified,Fr.,Charles,Talley,Other,Coeducational,Day Only,K,8,29,16,33,21,19,11,15,15,10,0,0,0,0,0,0,169,No,0,15,3,1,6,No,Yes,No,No,Yes,Religious,CATH,Mrs.,Wanda,King,Principal,4070 Mission Avenue,Oceanside,CA,92057,,principal@omms.org,Mrs.,Wanda,King,4070 Mission Avenue,Oceanside,CA,92057,,principal@omms.org
106664,San Diego,37681976975589,Our Lady of Grace School,2766 Navajo Road,El Cajon,CA,92020,,,,CA,,,619-466-0055,shause@olg.org,slaaperi@diocese-sdiego.org,La Mesa-Spring Valley,Fr.,Michael,Gallagher,Superintendent,Coeducational,Day Only,K,8,33,30,30,32,32,29,32,32,34,0,0,0,0,0,0,284,No,0,15,3,1,11,No,Yes,Yes,Yes,Yes,Religious,CATH,Mrs.,Susan,Hause,Principal,2766 Navajo Road,El Cajon,CA,92020,,shause@olg.org,Mrs.,Susan,Hause,2766 Navajo Road,El Cajon,CA,92020,,shause@olg.org
107817,San Diego,37683796975593,Our Lady of Mt. Carmel,4141 Beyer Boulevard,San Ysidro,CA,92173,,,,CA,,,619-428-2091,olmc@cox.net,sranarosa@cox.net,San Ysidro Elementary,Fr.,Jose,Castillo,Superintendent,Coeducational,Day Only,K,8,28,21,34,35,30,33,37,37,32,0,0,0,0,0,0,287,No,0,12,1,1,20,No,Yes,Yes,Yes,Yes,Religious,CATH,Sr.,Ana Rosa,Aceves,Principal,333 West Park Avenue,San Ysidro,CA,92173,,sranarosa@cox.net,Sr.,Ana Rosa,Aceves,4141 Beyer Boulevard,San Ysidro,CA,92173,,olmc@cox.net
112625,San Diego,37681896975601,Our Lady of Perpetual Help Elementary,Pino Drive,Lakeside,CA,92040,,,,CA,,,619-443-1440,khorning@olphcatholicschool.com,ssilvia@olphcatholicschool.com,Lakeside Union Elementary,Fr.,Ronald,Buchmiller,Superintendent,Coeducational,Day Only,K,8,18,20,12,15,16,11,18,16,18,0,0,0,0,0,0,144,No,0,9,2,1,3,No,Yes,Yes,Yes,Yes,Religious,CATH,Ms.,Susan,Silvia,Principal,PO Box 2172,Lakeside,CA,92040,,ssilvia@olphcatholicschool.com,Mrs.,Kim,Horning,"10880 Highway 67, Space 85",Lakeside,CA,92040,,khorning@olphcatholicschool.com
109004,San Diego,37683386975619,Our Lady of the Sacred Heart,4106 42nd Street,San Diego,CA,92105,1599,,,CA,,,619-284-1715,chaddad@sacredheartsd.org,slaaperi@diocese-sdiego.org,San Diego Unified,Fr.,Duong,Nguyen,Other,Coeducational,Day Only,K,8,14,12,11,16,18,17,15,20,12,0,0,0,0,0,0,135,No,0,9,0,1,8,No,Yes,Yes,Yes,Yes,Religious,CATH,Miss,Christine,Haddad,Principal,4106 42nd Street,San Diego,CA,92105,1599,chaddad@sacredheartsd.org,Miss,Christine,Haddad,4106 42nd Street,San Diego,CA,92105,1599,chaddad@sacredheartsd.org
104946,San Diego,37683386966071,Our Lady's School,650 24th Street,San Diego,CA,92102,,,,CA,,,619-233-8888,nbishop@olssd.org,slaaperi@diocese-sdiego.org,San Diego Unified,Rev.,Robert,Fambrini,Superintendent,Coeducational,Day Only,K,8,30,25,24,30,25,32,30,26,31,0,0,0,0,0,0,253,No,0,14,2,2,2,No,Yes,Yes,Yes,Yes,Religious,CATH,Mr.,Noel,Bishop,President,650 24th Street,San Diego,CA,92102,,nbishop@olssd.org,Mr.,Peter,Hickey,650 24th Street,San Diego,CA,92102,,peterhickey9@hotmail.com
104173,San Diego,37683466141725,Pacific Academy,"679 Encinitas Boulevard, Suite 205",Encinitas,CA,92024,,,,CA,,,760-436-5718,info@pacificacademy.org,,San Dieguito School District,Ms.,Annie,Chang,Other,Coeducational,Day Only,7,12,0,0,0,0,0,0,0,0,0,4,1,7,4,0,0,16,Yes,2,3,1,2,0,No,No,No,No,No,Non-religious,,Dr.,Erika,Sanchez,Principal,"679 Encinitas Boulevard, Suite 205",Encinitas,CA,92024,,,Dr.,Erika,Sanchez,"679 Encinitas Boulevard, Suite 205",Carlsbad,CA,92024,,esanchez@pacificacademy.org
102312,San Diego,37679916141782,Pacific Independent Education,1663 Buckeye Drive,El Cajon,CA,92021,,,,CA,,,619-749-9384,paula@pacificindependenteducation.org,,Cajon Valley Union,Dr.,Loren,Naffziger,Superintendent,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,8,Yes,1,2,0,1,0,No,No,No,No,No,Non-religious,,Dr.,Jessica,Alvarado,Director,1663 Buckeye,El Cajon,CA,92021,,loren@pacificindependenteducation.org,Mrs.,Paula,Naffziger,1663 Buckeye,El Cajon,CA,92021,,paula@pacificindependenteducation.org
110314,San Diego,37735516133680,Pacific Ridge School,6269 El Fuerte Street,Carlsbad,CA,92009,,,,CA,,,760-448-9820,info@pacificridge.org,,Carlsbad Unfied,Mr.,Philip,Hitch,Director,Coeducational,Day Only,7,12,0,0,0,0,0,0,0,75,72,92,78,72,42,0,0,431,Yes,49,39,21,17,7,No,Yes,Yes,Yes,Yes,Non-religious,,Dr.,Eileen,Mullady,Head of School,6269 El Fuerte Street,Carlsbad,Ca,92009,,emullady@pacificridge.org,Mr.,Philip,Hitch,6269 El Fuerte Street,Carlsbad,CA,92009,,phitch@pacificridge.org
113009,San Diego,37735696140388,Peppertree Montessori,"427 College Boulevard, Suite I",Oceanside,CA,92057,,,,CA,,,760-940-1931,info@peppertreemontessori.com,,Oceanside Unified,Ms.,Eve,McDonald,Administrator,Coeducational,Day Only,K,3,20,6,1,0,0,0,0,0,0,0,0,0,0,0,0,27,No,0,16,0,1,1,No,No,No,No,No,Non-religious,,Mrs.,Michelle,Miner,Director,"427 College Boulevard, Suite I",Oceanside,CA,92057,,msshelly@peppertreemontessori.com,Mrs.,Carolyn,Klein,"427 College Boulevard, Suite I",Oceanside,CA,92057,,carolynklein@wildblue.net
108986,San Diego,37680236965537,Pilgrim Lutheran,497 E Street,Chula Vista,CA,91910,,,,CA,,,619-420-6233,phalvorson@pilgrimcv.org,jclinkscales@pilgrimcv.org,Chula Vista Elementary,Mr.,James,Clinkscales,Administrator,Coeducational,Day Only,K,8,12,18,11,9,14,16,11,14,17,0,0,0,0,0,0,122,No,0,9,2,1,2,No,Yes,No,No,Yes,Religious,LUTH,Mr.,James,Clinkscales,Principal,497 E Street,Chula Vista,CA,91910,2445,jclinkscales@pilgrimcv.org,Mr.,James,Clinkscales,497 E Street,Chula Vista,CA,91910,2445,jclinkscales@pilgrimcv.org
105650,San Diego,37756146953160,Pine Glen Academy,15519 Villa Sierra Road,Valley Center,CA,92082,,,,CA,,,760-749-5898,pineglenacademy@yahoo.com,,Valley Center-Pauma Unified,Mr.,Scott,Loefke,Principal,Coeducational,Day Only,1,12,0,1,2,2,1,2,0,2,0,1,4,2,1,0,0,18,Yes,3,7,0,1,1,No,No,No,No,No,Religious,NA,Mr.,Scott,Loefke,Principal,15519 Villa Sierra Road,Valley Center,CA,92082,,,Ms.,Kim,Loefke,15519 Villa Sierra Road,Valley Center,CA,92082,,
107342,San Diego,37683386132799,Pioneer Day School,4764 Santa Monica Avenue,San Diego,CA,92107,,,,CA,,,619-758-9424,pioneerschool@sbcglobal.net,pioneeramber@sbcglobal.net,San Diego Unified,Ms.,Amber,Palomino,Director,Coeducational,Day Only,K,12,0,0,0,1,2,0,0,1,3,4,4,1,0,0,1,17,No,0,1,1,2,13,Yes,Yes,No,No,Yes,Non-religious,,Mr.,Jim,Leiner,Executive Director,4764 Santa Monica Avenue,San Diego,ca,92017,,pioneerschool@sbcglobal.net,Ms.,Amber,Palomino,4764 Santa Monica Avenue,San Diego,CA,92107,,pioneeramber@sbcglobal.net
114471,San Diego,37756146137301,Pleasant Knoll School,28760 Pleasant Knoll Lane,Valley Center,CA,92082,,,,CA,,,760-749-0240,pkschool@handsfull.net,,Valley Center-Pauma Unified,,Donald,Fredricks,Administrator,Coeducational,Day Only,1,12,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,6,Yes,1,1,0,1,0,No,No,No,No,No,Non-religious,,,Donald,Fredricks,Administrator,28760 Pleasant Knoll Lane,Valley Center,CA,92082,,pkschool@handsfull.net,,Donald,Fredricks,28760 Pleasant Knoll Lane,Valley Center,CA,92082,,pkschool@handsfull.net
105141,San Diego,37683046138689,Ramona Faith Academy,320 3rd Street,Ramona,CA,92065,,,,CA,,,760-803-1938,ramonafaithacademy@cox.net,,Ramona City Unified,Mr.,Brian,Kattke,Principal,Coeducational,Day Only,K,12,8,7,7,11,2,11,7,2,3,5,3,2,1,0,0,69,Yes,2,31,0,1,0,No,No,No,No,No,Religious,NA,Mr.,Brian,Kattke,Principal,320 3rd Street,Ramona,Ca,92065,,,Mr.,Brian,Kattke,320 3rd Street,Ramona,CA,92065,,
110338,San Diego,37683046956924,Ramona Lutheran,520 16th Street,Ramona,CA,92065,2622,,,CA,,,760-789-4804,rlsoffice@cox.net,,Ramona City Unified,Mrs.,Donna,Myers,Principal,Coeducational,Day Only,K,8,8,7,5,6,6,2,2,1,1,0,0,0,0,0,0,38,No,0,7,5,1,3,No,Yes,No,No,Yes,Religious,LUTH,Mrs.,Donna,Myers,Principal,520 16th Street,Ramona,CA,92065,2622,rlsoffice@cox.net,Mrs.,Katy,Meyer,520 16th Street,Ramona,CA,92065,2622,rlsoffice@cox.net
102556,San Diego,37680807091036,Rancho Encinitas Academy,910 Encinitas Boulevard,Encinitas,CA,92024,,,,CA,,,760-942-2011,reaedison@yahoo.com,,Encinitas Union Elementary,Ms.,Mercedes,Raya,Other,Coeducational,Day Only,K,8,0,7,4,8,5,2,9,5,5,0,0,0,0,0,0,45,No,0,5,0,0,10,No,No,No,No,No,Non-religious,,Mr.,Paul,Wulle,Director,910 Encinitas Boulevard,Encinitas,CA,92024,,reaedison@yahoo.com,Mr.,Paul,Wulle,910 Encinitas Boulevard,Encinitas,CA,92024,,reaedison@yahoo.com
108971,San Diego,37679917088222,Rancho San Diego Academy,2815 Steele Canyon Road,El Cajon,CA,92019,,11980 Mt. Vernon Avenue,Grand Terrace,CA,92313,,619-447-6776,betti.colucci@uhsinc.com,,Cajon Valley Unified,Mr.,Danny,Medina,Administrator,Coeducational,Day Only,K,8,0,0,0,3,5,0,5,0,0,0,0,0,0,0,0,13,No,0,1,0,0,3,Yes,No,No,No,No,Non-religious,,Ms.,Betti,Colucci,President,11980 Mt. Vernon Avenue,Grand Terrace,CA,92313,,betti.colucci@uhsinc.com,Ms.,Nina,Dutra,2815 Steele Canyon Road,El Cajon,CA,92019,,nina.dutra@uhsinc.com
104038,San Diego,37735516141469,Redeemer by the Sea Lutheran Kindergarten and Preschool,6604 Black Rail Road,Carlsbad,CA,92011,,,,CA,,,760-431-8293,director.redeemerpreschool@yahoo.com,,Carlsbad Unified,Mrs.,Cindy,Brown,Director,Coeducational,Day Only,K,K,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,No,0,2,0,1,2,No,Yes,No,No,Yes,Religious,LUTH,Mrs.,Cindy,Brown,Director,6604 Black Rail Road,Carlsbad,CA,92011,,director.redeemerpreschool@yahoo.com,Mrs.,Cindy,Brown,6604 Black Rail Road,Carlsbad,CA,92011,,director.redeemerpreschool@yahoo.com
108308,San Diego,37683386984587,Reformation Lutheran,4670 Mt. Abernathy Avenue,San Diego,CA,92117,,,,CA,,,858-279-3311,principal@reformationsandiego.org,walkerj@reformationsandiego.org,San Diego Unified,Mr.,Joel,Walker,Principal,Coeducational,Day Only,K,8,10,12,4,12,6,4,7,4,10,0,0,0,0,0,0,69,No,0,5,0,1,1,No,Yes,Yes,Yes,Yes,Religious,LUTH,Mr.,Joel,Walker,Principal,4670 Mt. Abernathy Avenue,San Diego,CA,92117,,principal@reformationsandiego.org,Mr.,Joel,Walker,4670 Mt. Abernathy Avenue,San Diego,CA,92117,,Principal@reformationsandiego.org
