"California Department of Education, Teacher and Leader Policy Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18 Private School Affidavit Data - Schools with Enrollment of Six or More Students (July 2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affidavit ID,County,CDS Code,School ,Street,City,State,Zip,Mailing Street,Mailing City,Mailing State,Mailing Zip,Telephone,Email ,Email2,Public District,Site Administrator Salutation,Site Administrator First Name,Site Administrator Last Name,Site Administrator Title,Site Administrator Email,School Type,School Accommodations,Low Grade,High Grade,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Ungraded Elementary Enrollmnet,Ungraded Secondary Enrollment,Total Enrollment,Diploma Offered,Graduates 2015-16,Full Time Teachers,Part Time Teachers,Administrative Staff,Other Staff,Offers Special Education Services,Tax Exempt 501,Tax Exempt 23701,Tax Exempt 214,Tax Exempt,Religious Classification,Religious Denomination,Director/Principal Officer Salutation,Director/Principal Officer First Name,Director/Principal Officer Last Name,Director/Principal Officer Title,Director/Principal Officer Email,Custodian of Records Salutation,Custodian of Records First Name,Custodian of Records Last Name,Custodian of Records Email
224552,Santa Clara,43694276908222,Achievekids,1212 McGinness Avenue,San Jose,CA,95127,no data,no data,no data,no data,408-928-5777,scary@achievekids.org,no data,East Side Union High,Ms.,Skye,Cary,Director,scary@achievekids.org,Coeducational,Day Only,K,12,0,1,0,1,1,2,5,5,3,1,5,5,5,0,15,49,No,0,10,0,1,35,Yes,Yes,No,No,Yes,Non-religious,,Mr.,Ryan,Eisenberg,Executive Director,reisenberg@achievekids.org,Ms.,Lucero,Rodriguez,lrodriguez@achievekids.org
216940,Santa Clara,43696666916431,Achiever Christian,540 Sands Drive,San Jose,CA,95125,no data,no data,no data,no data,408-264-6789,esands@achieverchristian.com,no data,San Jose Unified,Mr.,Elliot,Sands,Principal,esands@achieverchristian.com,Coeducational,Day Only,K,6,19,15,15,15,9,16,14,0,0,0,0,0,0,0,0,103,No,0,8,3,1,11,No,Yes,No,No,Yes,Religious,Baptist,Mr.,Elliot,Sands,Principal,esands@achieverchristian.com,Mrs.,Arica,Clement,aclement@achieverchristian.com
218074,Santa Clara,43695837083587,Almaden Valley Christian,2000 Barrett Avenue,Morgan Hill,CA,95037,no data,no data,no data,no data,408-915-7762,shconsulting16@gmail.com,no data,Morgan Hill Unified,Mrs.,Sharon,Hensley,Director,shconsulting16@gmail.com,Coeducational,Day Only,2,12,0,0,4,2,3,3,7,5,7,2,4,4,7,0,10,58,Yes,4,41,0,1,0,Yes,No,No,No,No,Religious,NA,Mrs.,Sharon,Hensley,Director,shconsulting16@gmail.com,Mrs.,Sharon,Hensley,shconsulting16@gmail.com
219078,Santa Clara,43696416150700,"AltSchool, PBC",930 Emerson Street,Palo Alto,CA,94301,no data,no data,no data,no data,650-729-8433,support@altschool.com,no data,Palo Alto Unified,Mr.,Chris,Bezsylko,Head of School,chris.bezsylko@altschool.com,Coeducational,Day Only,K,8,10,10,4,6,13,7,5,1,6,0,0,0,0,0,0,62,No,0,15,0,1,0,No,No,No,No,No,Non-religious,,Mr.,sam,franklin,Other,samf@altschool.com,Mr.,sam,franklin,samf@altschool.com
228337,Santa Clara,43695916980478,Anne Nowell,1120 Miramonte Avenue,Mountain View,CA,94040,no data,no data,no data,no data,650-967-1839,anowell@dsj.org,no data,Mountain View Whisman,Mrs.,Anne,Nowell,Principal,anowell@dsj.org,Coeducational,Day Only,K,8,21,20,16,29,23,27,17,54,38,0,0,0,0,0,0,245,No,0,12,5,1,7,No,Yes,No,No,Yes,Religious,Roman Catholic,Rev.,Bishop Patrick,McGrath,President,no data,Mrs.,Anne,Nowell,anowell@dsj.org
218251,Santa Clara,43696257027733,Apostles Lutheran,5828 Santa Teresa Boulevard,San Jose,CA,95123,no data,no data,no data,no data,408-578-4800,schooladm@apostlessj.org,principal@apostlessj.org,Oak Grove Elementary,Mr.,Joel,Walker,Principal,principal@apostlessj.org,Coeducational,Day Only,K,12,42,19,12,18,20,22,24,13,17,16,14,18,17,0,0,252,Yes,7,10,7,2,2,No,Yes,No,No,Yes,Religious,LUTH,Mr.,Joel,Walker,Principal,jwalker@apostlessj.org,Mrs.,Debra,LaRont,schooladm@apostlessj.org
222000,Santa Clara,43694686940340,Archbishop Mitty High,5000 Mitty Way,San Jose,CA,95129,no data,no data,no data,no data,408-252-6610,tbrosnan@mitty.com,no data,Fremont Union High,Mr.,Timothy,Brosnani,Principal,tbrosnan@mitty.com,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,461,431,437,423,0,0,1752,Yes,419,92,20,12,62,No,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Mr.,Timothy,brosnan,Principal,tbrosnan@mitty.com,Mrs.,Lori,Robowski,lrobowski@mitty.com
226634,Santa Clara,43695756137665,As-Safa Institute/As-Safa Academy,"801 Hibiscus Lane, James Phelan Building",San Jose,CA,95117,no data,no data,no data,no data,408-284-1958,hajeraali@gmail.com,no data,Moreland,Ms.,Hajera,Ali,Director,hajeraali@gmail.com,Coeducational,Day Only,K,12,6,2,7,6,5,3,4,2,1,2,3,0,1,0,0,42,No,0,3,3,1,0,No,No,No,No,No,no data,no data,Ms.,Hajera,Ali,Principal,no data,Ms.,Hajera,Ali,hajeraali@gmail.com
231897,Santa Clara,43696416144596,Athena Academy,525 San Antonio Avenue,Palo Alto,CA,94306,no data,no data,no data,no data,650-543-4560,jo@athenaacademy.org,no data,Palo Alto Unified,Ms.,Pam,Crain,Administrator,pam@athenaacademy.org,Coeducational,Day Only,1,8,0,2,1,2,11,19,14,10,8,0,0,0,0,0,0,67,No,0,11,4,6,0,Yes,Yes,No,No,Yes,Non-religious,,Ms.,Shama,Hinard,Head of School,shama@athenaacademy.org,Ms.,Carla,Rayacich,carla@athenaacademy.org
218899,Santa Clara,43696666148225,BASIS Independent Silicon Valley,1290 Parkmoor Avenue,San Jose,CA,95126,no data,no data,no data,no data,408-291-0907,toby.walker@basisindependent.com,no data,San Jose Unified,Mr.,Toby,Walker,Head of School,toby.walker@basisindependent.com,Coeducational,Day Only,5,12,0,0,0,0,0,46,99,143,164,99,88,105,67,0,0,811,Yes,20,77,0,24,0,No,No,No,No,No,Non-religious,,Ms.,Sara,Kolb,Administrator,sara.kolb@basisindependent.com,Ms.,Jennifer,Lopez,jennifer.lopez@basisindependent.com
222730,Santa Clara,43694016137715,Beacon School,5670 Camden Avenue,San Jose,CA,95124,no data,no data,no data,no data,408-265-8611,teresam@beaconschool.com,no data,Campbell Union High,Ms.,Teresa,Malekzadeh,Executive Director,teresam@beaconschool.com,Coeducational,Day Only,6,12,0,0,0,0,0,0,0,0,2,7,4,7,5,0,0,25,Yes,4,7,0,3,50,No,No,No,No,No,Non-religious,,Ms.,Teresa,Malekzadeh,Executive Director,teresam@beaconschool.com,Ms.,Missy,Maloata,missym@beaconschool.com
218681,Santa Clara,43696666940373,Bellarmine College Preparatory,960 West Hedding Street,San Jose,CA,95126,no data,no data,no data,no data,408-294-9224,kluscher@bcp.org,no data,San Jose Unified,Mrs.,Kristina,Luscher,Principal,kluscher@bcp.org,Boys Only,Day Only,9,12,0,0,0,0,0,0,0,0,0,420,408,409,417,0,0,1654,No,407,85,19,19,83,No,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Mr.,Christopher,Meyercord,President,cmeyercord@bcp.org,Mrs.,Jean,Toohey,jtoohey@bcp.org
223468,Santa Clara,43694196903793,Bethel Lutheran School,10181 Finch Avenue,Cupertino,CA,95014,no data,no data,no data,no data,408-252-8512,ddeboisweber@bethells.org,no data,Cupertino Union,Mrs.,Dawn,De Bois-Weber,Principal,ddeboisweber@bethells.org,Coeducational,Day Only,K,5,24,12,0,1,7,1,0,0,0,0,0,0,0,0,0,45,No,0,5,5,1,9,No,Yes,Yes,Yes,Yes,Religious,LUTH,Mrs.,Dawn,De Bois-Weber,Principal,ddeboisweber@bethells.org,Mrs.,Leslie,Steen,lsteen@bethells.org
219550,Santa Clara,43696417089956,Bowman School,4000 Terman Drive,Palo Alto,CA,94306,no data,no data,no data,no data,650-813-9131,NicoleB@bowmanschool.org,no data,Palo Alto Unified,Mrs.,Mary Beth,Ricks,Head of School,MaryBeth@BowmanSchool.org,Coeducational,Day Only,K,8,45,33,42,35,34,26,17,19,22,0,0,0,0,0,0,273,No,0,48,0,8,1,No,Yes,Yes,Yes,Yes,Non-religious,,Mrs.,Mary Beth,Ricks,Head of School,no data,Ms.,Angela,Braun,AngieB@BowmanSchool.org
217523,Santa Clara,49696666141881,Calvary Christian Academy,1175 Hillsdale Avenue,San Jose,CA,95118,no data,no data,no data,no data,408-269-2222,info@calvaryca.org,lstagi@calvaryca.org,San Jose Unified,Mr.,Michael,McClure,Head of School,lstagi@calvaryca.org,Coeducational,Day Only,K,12,19,19,20,21,12,15,9,4,8,4,7,2,2,0,0,142,Yes,1,7,7,4,8,No,Yes,No,No,Yes,Religious,Calvary Chapel,Mr.,Jere,Allen,Principal,jallen@calvaryca.org,Mrs.,Lisa,Stagi,lstagi@calvaryca.org
227827,Santa Clara,43693856137707,Cambrian Academy,4340 Almaden Expressway,San Jose,CA,95118,no data,no data,no data,no data,408-833-7050,ddelgado@cambrianacademy.org,no data,San Jose Unified,Mr.,Dave,Delgado,Head of School,ddelgado@cambrianacademy.org,Coeducational,Day Only,6,12,0,0,0,0,0,0,10,0,10,15,20,18,16,0,0,89,Yes,16,6,7,1,2,No,No,No,No,No,Non-religious,,Mr.,Dave,Delgado,Head of School,ddelgado@cambrianacademy.org,Mr.,Dave,Delgado,ddelgado@cambrianacademy.org
218396,Santa Clara,43695756908099,Campbell Christian Schools,1075 West Campbell Avenue,Campbell,CA,95008,no data,no data,no data,no data,408-370-4900,sstuart@campbellchristian.org,caronen@campbellchristian.org,Moreland,Dr.,Shawn,Stuart,Superintendent,sstuart@campbellchristian.org,Coeducational,Day Only,K,8,41,36,30,31,40,35,24,17,23,0,0,0,0,0,0,277,No,0,19,5,3,7,No,Yes,No,No,Yes,Religious,Church of Christ,Mrs.,Christina,Aronen,Principal,sstuart@campbellchristian.org,Dr.,Shawn,Stuart,sstuart@campbellchristian.org
228570,Santa Clara,43695186996250,Canterbury Christian School,"101 N. El Monte Ave. Los Altos, CA  94022",Los Altos,CA,94022,no data,no data,no data,no data,650-949-0909,ronjohnson123@comcast.net,canterbury.tales@hotmail.com,Los Altos Elementary,Rev.,Ronald,Johnson,Headmaster,ronjohnson123@comcast.net,Coeducational,Day Only,K,6,16,8,13,15,14,13,9,0,0,0,0,0,0,0,0,88,No,0,7,0,2,0,No,Yes,Yes,No,Yes,Religious,NA,Mrs.,Barbara,Johnson,Principal,canterbury.tales@hotmail.com,Mrs.,Barbara,Johnson,canterbury.tales@hotmail.com
227927,Santa Clara,43693937104037,Canyon Heights Academy,775 Waldo Road,Campbell,CA,95008,no data,no data,no data,no data,408-370-6727,mrichardson@chamail.net,no data,Campbell Union,Dr.,Margaret,Richardson,Head of School,mrichardson@chamail.net,Coeducational,Day Only,K,8,14,20,24,20,24,36,26,28,25,0,0,0,0,0,0,217,No,0,20,4,8,3,No,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Dr.,Margaret,Richardson,Head of School,mrichardson@chamail.net,Miss,Karen,Carminati,kcarminati@chamail.net
228134,Santa Clara,43697086992325,Carden Academy,5200 Dent avenue,san jose,CA,95118,no data,no data,no data,no data,408-265-3384,info@cardensv.com,no data,Union Elementary,Mrs.,Vidhu,Joshi,President,vjoshi@cardensv.com,Coeducational,Day Only,K,8,17,16,17,14,13,18,16,13,15,0,0,0,0,0,0,139,No,0,14,4,3,1,No,No,No,No,No,Non-religious,,Miss,Laura,Wells,Principal,psingh@cardensv.com,Mrs.,Vidhu,Joshi,info@cardensv.com
231969,Santa Clara,43696666203087,Carden Day School of San Jose,1980 Hamilton Avenue,San Jose,CA,95125,no data,no data,no data,no data,408-626-8008,cardendayschool1@sbcglobal.net,no data,Campbell Union,Mrs.,Elizabeth,Asadi,Director,cardensv@sbcglobal.net,Coeducational,Day Only,K,8,15,18,15,17,15,14,11,11,7,0,0,0,0,0,0,123,No,0,16,4,3,6,No,No,No,No,No,Non-religious,,Mrs.,Elizabeth,Asadi,Other,cardensv@sbcglobal.net,Mrs.,Fabienne,Conlan,cardendayschool@gmail.com
217972,Santa Clara,no data,Casa dei Bambini School,457 College Ave.,Palo Alto,CA,94306,no data,no data,no data,no data,650-473-9401,email@casadeibambini.net,carlos@casadeibambini.net,Palo Alto Unified,Mrs.,Sandra,Balzaretti,Director,email@casadeibambini.net,Coeducational,Day Only,K,K,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,No,0,7,0,1,0,No,No,No,No,No,Non-religious,,Mrs.,Sandra,Balzaretti,Director,email@casadeibambini.net,Mrs.,Sandra,Balzaretti,email@casadeibambini.net
217203,Santa Clara,43693937077639,Casa Di Mir Montessori Elementary,90 East Latimer Avenue,Campbell,CA,95008,no data,no data,no data,no data,408-370-3073,anguyen@casadimir.org,wwhitehead@casadimir.org,Campbell Union,Ms.,Wanda,Whitehead,Head of School,wwhitehead@casadimir.org,Coeducational,Day Only,K,8,10,17,21,20,16,12,11,7,9,0,0,0,0,0,0,123,No,0,16,7,4,2,No,Yes,No,No,Yes,Non-religious,,Ms.,Jessica,Lee Messer,President,jleemesser@gmail.com,Ms.,Wanda,Whitehead,wwhitehead@casadimir.org
220234,Santa Clara,43697086132054,Challenger - Harwood,4949 Harwood Road,San Jose,CA,95124,no data,no data,no data,no data,408-723-0111,janderson@challengerschool.com,no data,Union Elementary,Mr.,Josh,Mate,Headmaster,jmate@challengerschool.com,Coeducational,Day Only,K,7,51,23,25,19,8,16,10,10,0,0,0,0,0,0,0,162,No,0,11,3,3,9,No,Yes,Yes,Yes,Yes,Non-religious,,Mr.,David,Mounteer,Executive Director,no data,Mr.,Josh,Mate,no data
220194,Santa Clara,43696667098270,Challenger School - Almaden,19950 McKean Road,San Jose,CA,95120,no data,no data,no data,no data,408-927-5771,janderson@challengerschool.com,no data,San Jose Unified,Mrs.,Jenny,Fong,Headmaster,jkwon@challengerschool.com,Coeducational,Day Only,K,8,22,12,21,13,23,22,23,7,12,0,0,0,0,0,0,155,No,0,11,3,4,7,No,Yes,Yes,Yes,Yes,Non-religious,,Mr.,David,Mounteer,Executive Director,no data,Mrs.,Jenny,Fong,no data
220230,Santa Clara,43696337098288,Challenger School - Berryessa,711 East Gish Road,San Jose,CA,95112,no data,no data,no data,no data,408-998-2860,janderson@challengerschool.com,no data,Orchard Elementary,Mrs.,Sheela,Vijay,Headmaster,svijay@challengerschool.com,Coeducational,Day Only,K,8,132,106,108,87,69,47,52,45,48,0,0,0,0,0,0,694,No,0,36,5,5,33,No,Yes,Yes,Yes,Yes,Non-religious,,Mr.,David,Mounteer,Executive Director,no data,Mrs.,Sheela,Vijay,no data
220242,Santa Clara,43696417099344,Challenger School - Middlefield,3880 Middlefield Road,Palo Alto,CA,94303,no data,no data,no data,no data,650-213-8245,janderson@challengerschool.com,no data,Palo Alto Unified,Mrs.,Rita,Outhabong,Headmaster,routhabong@challengerschool.com,Coeducational,Day Only,K,8,59,43,44,24,36,38,21,9,19,0,0,0,0,0,0,293,No,0,18,3,3,13,No,Yes,Yes,Yes,Yes,Non-religious,,Mr.,David,Mounteer,Executive Director,no data,Mrs.,Rita,Outhabong,no data
220255,Santa Clara,43696826142517,Challenger School - Saratoga,18811 Cox Avenue,Saratoga,CA,95070,no data,no data,no data,no data,408-378-0444,janderson@challengerschool.com,no data,Saratoga Union Elementary,Mrs.,Teresa,Stanton,Director,tstanton@challengerschool.com,Coeducational,Day Only,K,K,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,No,0,2,0,1,3,No,Yes,Yes,Yes,Yes,Non-religious,,Mr.,David,Mounteer,Executive Director,no data,Mrs.,Teresa,Stanton,no data
220258,Santa Clara,43696256131973,Challenger School - Shawnee,500 Shawnee Lane,San Jose,CA,95123,no data,no data,no data,no data,408-365-9298,janderson@challengerschool.com,no data,Oak Grove Elementary,Mr.,Brad,Bowden,Headmaster,bbowden@challengerschool.com,Coeducational,Day Only,K,8,51,38,33,31,42,26,18,18,17,0,0,0,0,0,0,274,No,0,19,4,3,12,No,Yes,Yes,Yes,Yes,Non-religious,,Mr.,David,Mounteer,Executive Director,no data,Mr.,Brad,Bowden,no data
220263,Santa Clara,43695757103385,Challenger School - Strawberry Park,730 Camina Escuela,San Jose,CA,95129,no data,no data,no data,no data,408-213-0083,janderson@challengerschool.com,no data,Moreland,Mrs.,Sandip,Panesar,Headmaster,spanesar@challengerschool.com,Coeducational,Day Only,K,8,80,78,79,53,63,49,35,39,34,0,0,0,0,0,0,510,No,0,28,3,3,18,No,Yes,Yes,Yes,Yes,Non-religious,,Mr.,David,Mounteer,Executive Director,no data,Mrs.,Sandip,Panesar,no data
220267,Santa Clara,43696907083058,Challenger School - Sunnyvale,1185 Hollenbeck Avenue,Sunnyvale,CA,94087,no data,no data,no data,no data,408-245-7170,janderson@challengerschool.com,no data,Sunnyvale,Mrs.,Deepali,Deshmukh,Headmaster,ddeshmukh@challengerschool.com,Coeducational,Day Only,K,8,61,60,54,44,45,49,53,37,33,0,0,0,0,0,0,436,No,0,24,3,3,16,No,Yes,Yes,Yes,Yes,Non-religious,,Mr.,David,Mounteer,Executive Director,no data,Mrs.,Deepali,Deshmukh,no data
220527,Santa Clara,43696906146534,Champion Kinder International School,1055 Sunnyvale-Saratoga Road,Sunnyvale,CA,94024,PO Box 3411,Los Altos,CA,94024,408-838-3333,yang_jane@yahoo.com,yang_jane@yahoo.com,Sunnyvale,Ms.,Jennifer,Lee,Administrator,p4jlee@sbcglobal.net,Coeducational,Day Only,K,K,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,No,0,1,2,1,0,No,No,No,No,No,Non-religious,,Ms.,Jane,Yang,Director,yang_jane@yahoo.com,Ms.,Jennifer,Lee,no data
234134,Santa Clara,43695756133714,Champion School,5670 Camden Avenue,San Jose,CA,95124,no data,no data,no data,no data,408-973-8696,admin@championschool.org,no data,Union Elementary,Ms.,Muna,Khanna,Principal,admin@championschool.org,Coeducational,Day Only,K,12,15,10,14,10,12,10,11,10,6,6,4,0,0,0,0,108,Yes,0,10,8,1,4,No,No,No,No,No,Non-religious,,Ms.,Muna,Khanna,Principal,no data,Mr.,Sandeep,Khanna,admin@championschool.org
227433,Santa Clara,43693777082522,Christ the King Academy,2530 Berryessa Rd #142,San Jose,CA,95132,no data,no data,no data,no data,408-621-0720,ctka1@yahoo.com,ctka1@yahoo.com,Berryessa Union Elementary,Mrs.,Mary Ann,Shapiro,Director,ctka1@yahoo.com,Coeducational,Day Only,1,12,0,0,0,1,1,1,2,0,2,0,1,1,3,0,0,12,No,1,1,0,1,0,No,No,No,No,No,Religious,Roman Catholic,Mrs.,Mary Ann,Shapiro,Director,ctka1@yahoo.com,Mrs.,Mary Ann,Shapiro,ctka1@yahoo.com
220014,Santa Clara,43696416148357,Cornerstone Learning Foundation,4243 Manuela Avenue,Palo Alto,CA,94306,no data,no data,no data,no data,650-215-0208,wong.helen988@gmail.com,no data,Palo Alto Unified,Ms.,Helen,Wong,Principal,wong.helen988@gmail.com,Coeducational,Day Only,K,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,No,0,1,3,1,1,No,No,No,No,No,Non-religious,,Ms.,Helen,Wong,Principal,wong.helen988@gmail.com,Mr.,Danny,Chan,admin@cornerstonelearningfoundation.com
219375,Santa Clara,43696666148159,Cristo Rey San Jose High School,1389 E Santa Clara St.,San Jose,CA,96116,no data,no data,no data,no data,408-293-0425,joe.albers@cristoreysj.org,no data,San Jose Unified,Mr.,Joe,Albers,Principal,joe.albers@cristoreysj.org,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,127,120,109,113,0,0,469,No,0,29,1,6,23,No,Yes,No,No,Yes,Religious,Roman Catholic,Mr.,Joe,Albers,Principal,joe.albers@cristoreysj.org,Mr.,Luis,Heredia,luis.heredia@cristoreysj.org
217297,Santa Clara,43695836903033,Crossroads Christian School,145 Wright Avenue,Morgan Hill,CA,95037,no data,no data,no data,no data,408-779-8850,schooloffice@ccsmh.org,no data,Morgan Hill Unified,Ms.,Marsha,Anguiano,Principal,schooloffice@ccsmh.org,Coeducational,Day Only,K,5,15,9,18,10,13,10,0,0,0,0,0,0,0,0,0,75,No,0,6,0,1,4,No,Yes,No,No,Yes,Religious,Assembly of God,Ms.,Marsha,Anguiano,Principal,schooloffice@ccsmh.org,Mrs.,Rhonda,Chantler,schooloffice@ccsmh.org
225968,Santa Clara,43693937061401,Delphi Academy of Campbell,"1 West Campbell Avenue, Ste A110",Campbell,CA,95008,no data,no data,no data,no data,408-370-7400,info@delphicampbell.org,no data,Campbell Union,Ms.,Marcy,Green,Head of School,marcyg@delphicampbell.org,Coeducational,Day Only,K,8,15,21,18,16,10,12,7,10,6,0,0,0,0,0,0,115,No,0,15,7,3,13,No,Yes,Yes,Yes,Yes,Non-religious,,Ms.,Marcy,Green,President,no data,Ms.,Erin,Franco,no data
220149,Santa Clara,7034259,East Valley Christian School,2715 S. White Rd.,San Jose,CA,95148,no data,no data,no data,no data,408-270-2525,evcsoffice@gmail.com,no data,Evergreen Elementary,Mrs.,Cheri,Ortiz,Administrator,cheriotiz@icloud.com,Coeducational,Day Only,K,8,31,29,27,20,13,14,15,9,7,0,0,0,0,0,0,165,No,0,9,0,3,6,No,Yes,No,No,Yes,Religious,PENT,Mrs.,Jennifer,Schmedding,Principal,evcsoffice@gmail.com,Mrs.,Jennifer,Schmedding,evcsoffice@gmail.com
235133,Santa Clara,43696417082746,Emerson School,2800 West Bayshore Road,Palo Alto,CA,94303,no data,no data,no data,no data,650-424-1267,emerson@headsup.org,no data,Palo Alto Unified,Ms.,Linda,Paz,Director,lpaz@headsup.org,Coeducational,Day Only,K,8,6,4,4,3,4,4,3,1,1,0,0,0,0,0,0,30,No,0,3,5,1,0,No,No,No,No,No,Non-religious,,Dr.,Charles,Bernstein,President,cbernstein@headsup.org,Ms.,Linda,Paz,lpaz@headsup.org
233600,Santa Clara,43696416979090,Esther B. Clark School Palo Alto,650 Clark Way,Palo Alto,CA,94304,no data,no data,no data,no data,650-688-3634,ebcpa@chconline.org,jmiller@chconline.org,Palo Alto Unified,Mrs.,Jody,Miller,Director,jmiller@chconline.org,Coeducational,Day Only,2,10,0,0,2,8,10,6,10,10,11,6,1,0,0,0,0,64,No,0,7,0,3,37,Yes,Yes,No,No,Yes,Non-religious,,Mrs.,Jody,Miller,Director,no data,Mr.,Scott,Hanson,shanson@chconline.org
222938,Santa Clara,43695836153290,Extreme Academy and Learning Center,"15750 Vineyard Boulevard, Suite 170",Morgan Hill,CA,95037,no data,no data,no data,no data,408-659-8323,info@extremelearningcenter.com,ksmith@extremelearningcenter.com,Morgan Hill Unified,Mrs.,Sarah,Zare,Director,szare@extremelearningcenter.com,Coeducational,Day Only,6,10,0,0,0,0,0,0,2,3,3,7,1,0,0,0,0,16,No,0,3,2,2,1,No,No,No,No,No,Non-religious,,Mrs.,Katie,Smith,Superintendent,ksmith@extremelearningcenter.com,Mrs.,Sarah,Zare,szare@extremelearningcenter.com
220742,Santa Clara,43694197082738,French American School of Silicon Valley,1522 Lewiston Drive,Sunnyvale,CA,94087,no data,no data,no data,no data,408-746-0460,fassv@fassv.org,no data,Cupertino Union,Mr.,Pierre-Ludovic,Perrot,Head of School,pierre-ludovic@fassv.org,Coeducational,Day Only,K,5,24,22,18,21,19,15,0,0,0,0,0,0,0,0,0,119,No,0,16,7,6,9,No,Yes,No,No,Yes,Non-religious,,Mr.,Pierre-Ludovic,Perrot,Head of School,pierre-ludovic@fassv.org,Ms.,JoAnn,Waldman,joann@fassv.org
222922,Santa Clara,43696416150197,Fusion Academy Palo Alto,"2191 East Bayshore Road, Suite 100",Palo Alto,CA,94303,no data,no data,no data,no data,650-857-0634,paloalto@fusionacademy.com,no data,Palo Alto Unified,Mrs.,Christiana,Cassio,Head of School,ccassio@fusionacademy.com,Coeducational,Day Only,6,12,0,0,0,0,0,0,0,1,2,2,3,11,12,0,0,31,Yes,6,19,2,7,0,No,No,No,No,No,Non-religious,,Mrs.,Christiana,Cassio,Head of School,ccassio@fusionacademy.com,Mrs.,Christiana,Cassio,ccassio@fusionacademy.com
222689,Santa Clara,43695346143986,"Fusion Academy, Los Gatos","50 University Avenue, Suite 300",Los Gatos,CA,95030,"50 University Ave., Suite 300",Los Gatos,CA,95033,408-354-0743,mmayes@fusionacademy.com,losgatos@fusionacademy.com,Los Gatos-Saratoga Joint Union High,Miss,Melissa,Mayes,Head of School,mmayes@fusionacademy.com,Coeducational,Day Only,6,12,0,0,0,0,0,0,1,4,5,14,14,11,20,0,0,69,No,20,22,17,6,3,No,No,No,No,No,Non-religious,,Ms.,Melissa,Mayes,Head of School,mmayes@fusionacademy.com,Ms.,Melissa,Mayes,mmayes@fusionacademy.com
224410,Santa Clara,43695917102436,German Int'l School of Silicon Valley,310 Easy Street,Mountain View,CA,94043,no data,no data,no data,no data,650-254-0748,office@gissv.org,no data,Mountain View Whisman,Mr.,Michael,Nielsen,Other,mnielsen@gissv.org,Coeducational,Day Only,K,12,30,35,42,34,42,34,37,39,28,24,14,24,19,0,0,402,Yes,19,42,14,6,15,Yes,Yes,Yes,Yes,Yes,Non-religious,,Mr.,Michael,Koops,Head of School,mkoops@gissv.org,Mr.,Michael,Koops,mkoops@gissv.org
218518,Santa Clara,43696417072002,Gideon Hausner Jewish Day School,450 San Antonio Road,Palo Alto,CA,94306,no data,no data,no data,no data,650-494-8200,jschiffer@hausner.com,dzimand@hausner.com,Palo Alto Unified,Mr.,David,Zimand,Head of School,dzimand@hausner.com,Coeducational,Day Only,K,8,38,32,36,41,44,47,39,37,30,0,0,0,0,0,0,344,No,0,42,16,12,16,Yes,Yes,No,No,Yes,Religious,Jewish,Dr.,Carol,Piraino,Other,cpiraino@hausner.com,Mr.,David,Zimand,dzimand@gmail.com
219619,Santa Clara,43696747084692,Granada Islamic,3003 Scott Boulevard,Santa Clara,CA,95054,Granada School,Santa Clara,CA,95054,408-980-1161,lianj@granadaschool.org,graces@granadaschool.org,Santa Clara Unified,Dr.,Lian,Jeeawoody,Other,lianj@granadaschool.org,Coeducational,Day Only,K,11,40,53,60,57,45,53,42,41,42,12,5,5,0,0,0,455,No,0,31,12,3,8,No,Yes,No,No,Yes,Religious,Islamic,Mr.,Iyad,Wazwaz,Principal,iyadw@granadaschool.org,Mrs.,Grace,Siddiqui,graces@granadaschool.org
225283,Santa Clara,43694196148365,Halstrom Academy - Cupertino,"19638 Stevens Creek Boulevard, Suite 230",Cupertino,CA,95014,no data,no data,no data,no data,408-663-5260,cupertino@futures.edu,no data,Cupertino Union,Ms.,Linda,White,Principal,lwhite@futures.edu,Coeducational,Day Only,6,12,0,0,0,0,0,0,2,2,1,4,6,2,3,0,0,20,Yes,0,1,5,2,1,No,No,No,No,No,Non-religious,,Ms.,Lynna,Martinez,Superintendent,no data,Ms.,Patty,Ruelas,registrar@futures.edu
